Symbol,logFC,p_value
CPA3,-2.84E-12,0.999988109
GYG1,-0.248022633,0.999988109
HLTF,-0.203172929,0.999988109
HLTF-AS1,-2.84E-12,0.999988109
HPS3,0.645735378,0.999988109
AC093001.1,15.86278933,0.999988109
TM4SF18,-2.84E-12,0.999988109
TM4SF1,-2.84E-12,0.999988109
TM4SF1-AS1,-2.84E-12,0.999988109
AC108751.4,-2.84E-12,0.999988109
TM4SF4,-2.84E-12,0.999988109
WWTR1-AS1,-2.84E-12,0.999988109
COMMD2,-0.209424191,0.848611457
ANKUB1,-2.84E-12,0.999988109
RNF13,-0.347982895,0.523479582
PFN2,-1.267952764,0.663732718
AC117395.1,15.86281523,0.999988109
AC117386.2,-2.84E-12,0.999988109
LINC01998,-2.84E-12,0.999988109
AC117386.1,-2.84E-12,0.999988109
LINC01213,-2.84E-12,0.999988109
LINC01214,-2.84E-12,0.999988109
TSC22D2,-0.405740686,0.039923172
SERP1,0.062048968,0.49161599
EIF2A,0.255040715,0.003390638
SELENOT,-0.106023323,0.400033738
ERICH6-AS1,-0.941475922,0.079134867
SIAH2,-0.033745987,0.999988109
SIAH2-AS1,-0.267882346,0.999988109
CLRN1-AS1,-2.84E-12,0.999988109
MINDY4B,-2.84E-12,0.999988109
AC020636.2,-2.84E-12,0.999988109
AC020636.1,15.86284805,0.999988109
CLRN1,-2.84E-12,0.999988109
MED12L,-3.408500863,0.018069849
GPR171,0.334191756,0.002935676
GPR87,-1.285192503,0.999988109
P2RY13,-2.84E-12,0.999988109
P2RY12,-2.84E-12,0.999988109
IGSF10,17.00518934,0.999988109
LINC02066,-2.84E-12,0.999988109
AADACL2,-2.84E-12,0.999988109
AADACL2-AS1,-2.84E-12,0.999988109
AADAC,-2.84E-12,0.999988109
SUCNR1,-2.84E-12,0.999988109
AC108718.1,-4.592501502,0.598904585
MBNL1,-0.176552194,0.013830025
MBNL1-AS1,-0.605169982,0.827564775
AC026347.1,-2.84E-12,0.999988109
AC092924.1,-2.84E-12,0.999988109
P2RY1,-2.84E-12,0.999988109
AC117394.2,-2.84E-12,0.999988109
RAP2B,0.215827484,0.944633678
AC078788.1,-2.84E-12,0.999988109
AC078788.2,-2.84E-12,0.999988109
LINC02083,-2.84E-12,0.999988109
C3orf79,-2.84E-12,0.999988109
AC068985.1,-2.84E-12,0.999988109
DHX36,-0.325513686,8.85E-06
GPR149,-2.84E-12,0.999988109
AC092994.1,-2.84E-12,0.999988109
AC073359.2,-2.84E-12,0.999988109
AC073359.1,-2.84E-12,0.999988109
MME-AS1,-2.84E-12,0.999988109
LINC01487,-2.84E-12,0.999988109
DWORF,-2.84E-12,0.999988109
AC104831.1,-2.84E-12,0.999988109
PLCH1,-2.84E-12,0.999988109
PLCH1-AS1,-2.84E-12,0.999988109
PLCH1-AS2,-2.84E-12,0.999988109
C3orf33,-0.972542913,0.064677402
AC104472.3,15.86281747,0.999988109
SLC33A1,0.22919352,0.999988109
GMPS,0.060587024,0.999988109
KCNAB1-AS2,-2.84E-12,0.999988109
KCNAB1-AS1,-2.84E-12,0.999988109
AC084036.1,15.86282924,0.999988109
SSR3,-0.12166012,0.492586945
TIPARP-AS1,0.190754119,0.999988109
TIPARP,-0.677547303,0.312669774
LINC00886,-2.72528725,0.970361535
LEKR1,-1.014523163,0.999988109
LINC00880,-2.84E-12,0.999988109
LINC02029,15.86282309,0.999988109
CCNL1,-0.129961459,0.541402103
AC104411.1,#NAME?,0.208372552
VEPH1,-2.84E-12,0.999988109
PTX3,#NAME?,0.201785062
PQLC2L,-2.84E-12,0.999988109
AC079943.1,-2.84E-12,0.999988109
AC079943.2,-2.84E-12,0.999988109
SHOX2,-2.84E-12,0.999988109
RSRC1,-0.457399882,0.385612481
MLF1,-1.751496567,2.16E-06
GFM1,-0.213439042,0.145645001
LXN,0.003286432,0.999988109
AC080013.4,-2.84E-12,0.999988109
AC080013.6,-0.141007894,0.999988109
RARRES1,-0.616520219,0.999988109
MFSD1,-0.320021321,0.999988109
AC080013.1,-3.272143835,0.789363698
AC080013.5,15.86281443,0.999988109
IQCJ-SCHIP1,-2.84E-12,0.999988109
IQCJ,-2.84E-12,0.999988109
IQCJ-SCHIP1-AS1,-2.84E-12,0.999988109
SCHIP1,-2.84E-12,0.999988109
IL12A-AS1,-2.84E-12,0.999988109
IL12A,-2.176960659,0.00265537
LINC01100,-2.84E-12,0.999988109
C3orf80,-2.84E-12,0.999988109
AC079594.2,-2.84E-12,0.999988109
IFT80,0.434875605,0.999988109
SMC4,0.017489014,0.999988109
TRIM59,-0.683274094,0.044209923
KPNA4,-0.118693614,0.611415512
ARL14,-2.84E-12,0.999988109
AC069224.1,-0.556515298,0.999988109
PPM1L,0.515999807,0.999988109
B3GALNT1,-2.502580205,0.302998642
NMD3,-0.000546588,0.999988109
SPTSSB,-2.84E-12,0.999988109
LINC02067,-0.042031021,0.999988109
OTOL1,-2.84E-12,0.999988109
AC131211.1,-2.84E-12,0.999988109
LINC01192,-2.84E-12,0.999988109
AC079910.1,-2.84E-12,0.999988109
LINC01323,-2.84E-12,0.999988109
LINC01324,-2.84E-12,0.999988109
SI,-2.84E-12,0.999988109
LINC02023,-2.84E-12,0.999988109
SLITRK3,-2.84E-12,0.999988109
LINC01322,-2.84E-12,0.999988109
BCHE,-2.84E-12,0.999988109
LINC01326,-2.84E-12,0.999988109
AC069439.2,-2.84E-12,0.999988109
ZBBX,-2.84E-12,0.999988109
LINC01327,-2.84E-12,0.999988109
SERPINI2,-2.84E-12,0.999988109
WDR49,-2.84E-12,0.999988109
PDCD10,0.256960735,0.044682817
SERPINI1,-2.119713312,0.999988109
AC026353.1,-2.84E-12,0.999988109
GOLIM4,-1.214343274,0.195212166
AC124893.1,15.86284242,0.999988109
LINC02082,-2.84E-12,0.999988109
AC092954.1,-2.84E-12,0.999988109
AC092954.2,-2.84E-12,0.999988109
LINC01997,-2.84E-12,0.999988109
MECOM,-2.84E-12,0.999988109
AC074033.1,-2.84E-12,0.999988109
TERC,0.336415477,0.999988109
AC078802.1,-5.358998254,0.105259924
MYNN,0.352885867,0.605934526
AC078795.1,-0.246053746,0.999988109
LRRC34,4.257354232,0.999988109
AC078795.2,-1.145258605,0.999988109
LRRIQ4,-2.84E-12,0.999988109
LRRC31,-2.84E-12,0.999988109
SAMD7,-2.84E-12,0.999988109
AC008040.1,-4.377691358,0.71947575
SEC62,-0.506873646,4.77E-31
SEC62-AS1,-2.84E-12,0.999988109
GPR160,-3.725778723,0.000368106
PHC3,0.096977021,0.999988109
AC008040.5,0.406005378,0.999988109
PRKCI,-0.238667779,0.999988109
AC073288.1,-2.84E-12,0.999988109
SKIL,-0.708453114,5.23E-08
AC073288.2,-2.84E-12,0.999988109
CLDN11,-2.84E-12,0.999988109
AC026316.5,-2.84E-12,0.999988109
AC026316.2,-2.84E-12,0.999988109
RPL22L1,0.086847543,0.008484708
EIF5A2,-0.365162125,0.490617353
SLC2A2,-2.84E-12,0.999988109
TNIK,-0.195270818,0.225177875
AC092919.1,4.257361556,0.999988109
PLD1,-2.84E-12,0.999988109
TMEM212,-4.592499957,0.999988109
TMEM212-AS1,-2.84E-12,0.999988109
FNDC3B,-0.641998155,0.00066197
GHSR,-2.84E-12,0.999988109
TNFSF10,-0.0727082,0.999988109
NCEH1,0.043692465,0.999988109
SPATA16,-2.84E-12,0.999988109
AC068759.1,-2.84E-12,0.999988109
NLGN1,-2.84E-12,0.999988109
NLGN1-AS1,-2.84E-12,0.999988109
NAALADL2,-2.84E-12,0.999988109
NAALADL2-AS2,-2.84E-12,0.999988109
NAALADL2-AS1,-2.84E-12,0.999988109
AC104640.1,-2.84E-12,0.999988109
LINC01208,-2.84E-12,0.999988109
AC092920.1,-2.84E-12,0.999988109
LINC01209,4.257350289,0.999988109
TBL1XR1,-0.019129696,0.999988109
TBL1XR1-AS1,-2.164921007,0.705679354
LINC00501,-2.84E-12,0.999988109
AC117465.1,16.90231115,0.999988109
LINC00578,-2.84E-12,0.999988109
AC026355.2,-2.84E-12,0.999988109
AC026355.1,-2.84E-12,0.999988109
LINC02015,-2.84E-12,0.999988109
AC007953.1,-2.84E-12,0.999988109
AC007953.2,-2.84E-12,0.999988109
AC109779.1,-2.84E-12,0.999988109
KCNMB2,-2.84E-12,0.999988109
AC117457.1,-2.84E-12,0.999988109
KCNMB2-AS1,-2.84E-12,0.999988109
ZMAT3,-0.173802495,0.999988109
AC076966.1,-2.84E-12,0.999988109
PIK3CA,0.212201733,0.999988109
KCNMB3,#NAME?,0.255929558
ZNF639,-0.70931647,7.81E-05
AC007823.1,-4.888609173,0.618221471
MFN1,0.806888879,0.004391477
GNB4,0.733738872,0.999988109
AC007620.2,16.90231101,0.999988109
AC007620.3,-2.84E-12,0.999988109
ACTL6A,-0.153309853,0.915618869
MRPL47,-0.050468404,0.999988109
NDUFB5,0.045366367,0.999988109
USP13,-0.528193872,0.857670455
PEX5L,15.86283665,0.999988109
AC007687.1,-2.84E-12,0.999988109
PEX5L-AS1,-2.84E-12,0.999988109
PEX5L-AS2,-2.84E-12,0.999988109
LINC02053,-2.84E-12,0.999988109
AC125618.1,-2.84E-12,0.999988109
TTC14,-0.38706734,0.050866923
CCDC39,-1.530100916,0.999988109
CCDC39.1,-2.84E-12,0.999988109
CCDC39-AS1,-2.84E-12,0.999988109
AC108734.4,-2.84E-12,0.999988109
FXR1,0.349680938,0.018755595
DNAJC19,-0.467950638,2.76E-06
AC022294.1,-2.84E-12,0.999988109
AC125613.1,-2.84E-12,0.999988109
LINC01206,15.86282327,0.999988109
AC012081.1,-2.84E-12,0.999988109
AC084211.1,-2.84E-12,0.999988109
LINC01994,-2.84E-12,0.999988109
LINC01995,-2.84E-12,0.999988109
LINC02031,-2.84E-12,0.999988109
AC083801.2,-2.84E-12,0.999988109
AC069431.1,-0.238540469,0.999988109
ATP11B,0.187069019,0.999988109
DCUN1D1,0.109344386,0.999988109
MCCC1,0.0363479,0.999988109
MCCC1-AS1,-2.84E-12,0.999988109
LAMP3,-0.07901954,0.999988109
MCF2L2,0.228541119,0.999988109
B3GNT5,0.848771428,1.50E-09
KLHL6,0.038970439,0.999988109
KLHL6-AS1,-2.84E-12,0.999988109
KLHL24,-0.195074214,0.999988109
YEATS2,0.491667292,0.387101018
YEATS2-AS1,0.767937412,0.999988109
AC131160.1,-2.84E-12,0.999988109
MAP6D1,0.23623333,0.999988109
PARL,-0.696549632,0.003987281
ABCC5,-0.584594773,0.947962905
ABCC5-AS1,-2.84E-12,0.999988109
HTR3D,-2.84E-12,0.999988109
HTR3C,-2.84E-12,0.999988109
HTR3E-AS1,-2.84E-12,0.999988109
HTR3E,-2.84E-12,0.999988109
AC131235.4,-2.84E-12,0.999988109
EIF2B5,0.09017808,0.999988109
DVL3,0.265506203,0.999988109
AP2M1,0.290511878,0.000657491
ABCF3,0.215098047,0.668182137
VWA5B2,-3.159460504,0.237061095
ALG3,-0.058310255,0.999988109
EEF1AKMT4,-0.778126269,1.72E-08
EEF1AKMT4-ECE2,-2.84E-12,0.999988109
ECE2,-2.84E-12,0.999988109
PSMD2,0.345694193,7.21E-05
EIF4G1,0.094347663,0.46547844
FAM131A,0.037694223,0.999988109
CLCN2,0.180751167,0.999988109
POLR2H,0.024594159,0.999988109
THPO,-2.84E-12,0.999988109
CHRD,-2.84E-12,0.999988109
LINC02054,-2.84E-12,0.999988109
LINC01839,-2.84E-12,0.999988109
LINC01840,-2.84E-12,0.999988109
EPHB3,15.86283208,0.999988109
MAGEF1,-0.124301302,0.999988109
AC107294.2,-2.84E-12,0.999988109
AC107294.3,-2.84E-12,0.999988109
AC107294.1,-2.84E-12,0.999988109
LINC02069,-2.84E-12,0.999988109
VPS8,0.862018641,0.041595442
C3orf70,-2.84E-12,0.999988109
EHHADH-AS1,-2.84E-12,0.999988109
EHHADH,-2.84E-12,0.999988109
MAP3K13,-0.813775242,6.46E-05
TMEM41A,-0.33394991,0.341083376
LIPH,-2.84E-12,0.999988109
SENP2,-0.289883957,0.999988109
IGF2BP2,-2.517390888,0.731732635
IGF2BP2-AS1,-2.84E-12,0.999988109
TRA2B,-0.194557621,0.004196023
ETV5,0.129327245,0.999988109
ETV5-AS1,-2.84E-12,0.999988109
DGKG,-2.84E-12,0.999988109
LINC02020,-2.84E-12,0.999988109
LINC02052,-2.84E-12,0.999988109
LINC02051,-2.84E-12,0.999988109
CRYGS,0.950614092,0.999988109
TBCCD1,0.908707843,0.013995342
DNAJB11,0.266515341,0.000183383
AC068631.2,-2.84E-12,0.999988109
AHSG,-2.84E-12,0.999988109
FETUB,-2.84E-12,0.999988109
HRG,-2.84E-12,0.999988109
KNG1,-2.84E-12,0.999988109
AC112907.3,0.500834263,0.999988109
EIF4A2,-0.044031345,0.999988109
RFC4,-0.19079514,0.999988109
AC112907.1,-2.84E-12,0.999988109
LINC02043,0.447507026,0.999988109
ADIPOQ,-2.84E-12,0.999988109
ADIPOQ-AS1,-2.84E-12,0.999988109
ST6GAL1,-0.517687533,0.508650844
RPL39L,1.734163136,0.795678671
AC007920.1,-2.84E-12,0.999988109
RTP1,-2.84E-12,0.999988109
MASP1,-2.84E-12,0.999988109
AC007920.2,-2.84E-12,0.999988109
RTP4,-0.555507309,0.999988109
LINC02041,-2.84E-12,0.999988109
SST,-2.84E-12,0.999988109
RTP2,-2.84E-12,0.999988109
BCL6,0.262110482,0.42264946
AC108681.1,-2.84E-12,0.999988109
AC068295.1,-2.84E-12,0.999988109
LINC01991,-0.505180009,0.999988109
AC092941.1,-2.84E-12,0.999988109
AC092941.2,-2.84E-12,0.999988109
AC022498.1,-2.84E-12,0.999988109
LPP-AS2,15.96500144,0.999988109
LPP,0.625338153,0.231882541
LPP-AS1,-2.84E-12,0.999988109
TPRG1-AS1,-2.84E-12,0.999988109
TPRG1,-2.840372264,0.709871675
TPRG1-AS2,-2.84E-12,0.999988109
TP63,16.58262288,0.999988109
P3H2,-2.84E-12,0.999988109
P3H2-AS1,-2.84E-12,0.999988109
CLDN1,-10.92023919,1.25E-12
CLDN16,4.257358028,0.999988109
TMEM207,-2.84E-12,0.999988109
IL1RAP,-0.81486424,0.999988109
AC108747.1,-2.84E-12,0.999988109
LINC02013,-2.84E-12,0.999988109
GMNC,-2.84E-12,0.999988109
OSTN,-2.84E-12,0.999988109
OSTN-AS1,-2.84E-12,0.999988109
UTS2B,-3.276037234,0.789277824
CCDC50,0.54963256,0.660384079
AC073365.1,-2.84E-12,0.999988109
PYDC2,-2.84E-12,0.999988109
AC026320.1,-2.84E-12,0.999988109
FGF12,-2.84E-12,0.999988109
FGF12-AS1,-2.84E-12,0.999988109
FGF12-AS2,-2.84E-12,0.999988109
FGF12-AS3,-2.84E-12,0.999988109
MB21D2,-2.940243251,1.62E-07
AC092966.1,-2.84E-12,0.999988109
HRASLS,-2.84E-12,0.999988109
ATP13A5,-2.84E-12,0.999988109
ATP13A5-AS1,-2.84E-12,0.999988109
ATP13A4,-3.760330572,0.705679354
ATP13A4-AS1,-2.84E-12,0.999988109
OPA1,-0.081956924,0.999988109
OPA1-AS1,-2.84E-12,0.999988109
LINC02038,-2.84E-12,0.999988109
LINC02026,-2.84E-12,0.999988109
AC024559.1,-2.84E-12,0.999988109
AC024559.2,-2.84E-12,0.999988109
AC080129.1,-2.84E-12,0.999988109
AC080129.2,-2.84E-12,0.999988109
HES1,-0.226216948,0.999988109
LINC02036,-2.84E-12,0.999988109
LINC02037,-2.84E-12,0.999988109
LINC02048,-2.84E-12,0.999988109
CPN2,-2.84E-12,0.999988109
LRRC15,-2.84E-12,0.999988109
ATP13A3,-0.075934591,0.999988109
LINC00884,-0.396112017,0.999988109
TMEM44-AS1,0.348373853,0.999988109
LSG1,-0.011860754,0.999988109
FAM43A,-0.10024261,0.999988109
AC106706.1,-2.84E-12,0.999988109
LINC01968,-2.84E-12,0.999988109
LINC01972,-2.84E-12,0.999988109
AC090505.2,-2.84E-12,0.999988109
XXYLT1,0.007908445,0.999988109
XXYLT1-AS1,-2.84E-12,0.999988109
ACAP2,-0.023926766,0.999988109
PPP1R2,0.17670448,0.000540504
AC069213.1,-2.551704828,0.541044778
APOD,-2.84E-12,0.999988109
AC233280.1,-0.305195376,0.999988109
MUC20-OT1,-0.174597309,0.999988109
MUC4,-2.84E-12,0.999988109
LINC01983,-2.84E-12,0.999988109
TNK2,-0.159799419,0.999988109
TNK2-AS1,-1.112455306,0.999988109
TFRC,0.599556022,8.76E-30
LINC00885,-2.84E-12,0.999988109
ZDHHC19,15.86281432,0.999988109
SLC51A,16.58263297,0.999988109
PCYT1A,0.309226032,0.798651857
AC069257.3,-2.84E-12,0.999988109
AC069257.1,-2.84E-12,0.999988109
TCTEX1D2,-0.166305193,0.999988109
TM4SF19-TCTEX1D2,-2.84E-12,0.999988109
TM4SF19-AS1,15.86283425,0.999988109
TM4SF19,-2.84E-12,0.999988109
UBXN7,0.23094059,0.999988109
RNF168,0.146162409,0.999988109
AC117490.2,-2.84E-12,0.999988109
SMCO1,-2.84E-12,0.999988109
WDR53,-0.300918155,0.999988109
FBXO45,0.182883242,0.999988109
LINC01063,-0.36632954,0.999988109
NRROS,0.060931844,0.999988109
PIGX,-0.112197482,0.999988109
CEP19,-0.631416799,0.999988109
PAK2,0.028336433,0.999988109
SENP5,0.168803579,0.999988109
NCBP2,-0.174720354,0.051623725
NCBP2-AS1,-1.70628252,0.483389629
NCBP2-AS2,0.260869851,0.144035169
PIGZ,4.257363803,0.999988109
MELTF-AS1,16.90231105,0.999988109
DLG1,-0.392237432,0.259824891
DLG1-AS1,-1.091359117,0.999988109
AC128709.2,16.90231108,0.999988109
AC128709.1,-2.84E-12,0.999988109
AC128709.3,-2.84E-12,0.999988109
BDH1,0.301439715,0.838597849
AC024560.3,-2.84E-12,0.999988109
AC024560.1,-2.84E-12,0.999988109
RUBCN,0.441188964,0.999988109
FYTTD1,-0.26066719,0.547241734
AC055764.2,16.26352776,0.999988109
LRCH3,0.636712381,0.384443052
AC055764.1,-2.84E-12,0.999988109
IQCG,-1.489823172,1.42E-06
RPL35A,-0.276473764,9.37E-78
LMLN,-1.722104734,0.237324476
LMLN-AS1,15.86279308,0.999988109
ZNF595,-1.143778994,0.17548057
ZNF718,0.988503589,0.967688096
ZNF732,5.155850108,0.999988109
ZNF141,0.201521187,0.999988109
AC092574.2,-2.84E-12,0.999988109
AC092574.1,-2.84E-12,0.999988109
ZNF721,-0.00319631,0.999988109
PIGG,0.301704332,0.999988109
AC116565.1,-2.84E-12,0.999988109
AC116565.2,-2.84E-12,0.999988109
PDE6B,1.005499014,0.749384841
AC107464.1,-2.84E-12,0.999988109
ATP5ME,0.301107926,1.24E-11
MYL5,-0.387994207,0.999988109
SLC49A3,-2.84E-12,0.999988109
PCGF3,0.759854488,0.265631088
AC107464.2,-2.84E-12,0.999988109
AC139887.4,-0.613776643,0.999988109
AC139887.2,0.150814414,0.999988109
AC139887.1,-0.925829644,0.999988109
CPLX1,0.564672906,0.999988109
AC139887.3,-2.84E-12,0.999988109
GAK,0.245704236,0.472477592
TMEM175,0.164722,0.999988109
DGKQ,0.02682083,0.999988109
SLC26A1,-2.84E-12,0.999988109
IDUA,-0.565928125,0.676828691
FGFRL1,0.550470436,0.109232509
AC019103.1,16.90231098,0.999988109
RNF212,-0.258419294,0.999988109
AC092535.3,-2.84E-12,0.999988109
AC092535.1,-2.84E-12,0.999988109
SPON2,0.99717434,0.999988109
AC092535.4,4.257364603,0.999988109
CTBP1,0.024788779,0.999988109
CTBP1-DT,-0.520547966,0.999988109
MAEA,0.614654659,0.004095248
UVSSA,0.164397636,0.999988109
NKX1-1,-2.84E-12,0.999988109
AC147067.2,-2.84E-12,0.999988109
FAM53A,-0.05238324,0.999988109
SLBP,0.204155189,0.108197325
AC016773.1,-0.548216173,0.999988109
TMEM129,-0.582625553,0.451890137
TACC3,-0.580883923,0.999988109
LETM1,0.194463281,0.40406881
NSD2,1.079874833,4.85E-05
NELFA,0.061505237,0.999988109
C4orf48,0.564724717,8.81E-31
NAT8L,1.325319112,0.767285331
AL136360.2,-2.84E-12,0.999988109
HAUS3,0.008917484,0.999988109
ZFYVE28,1.132388103,0.999988109
AL158068.2,-2.84E-12,0.999988109
CFAP99,-2.84E-12,0.999988109
RNF4,-0.230008013,0.158664208
FAM193A,0.212562111,0.999988109
TNIP2,0.588111774,6.74E-12
SH3BP2,0.53125523,0.046990081
ADD1,-0.189704443,0.999988109
MFSD10,0.297411412,0.023355362
NOP14-AS1,0.390713933,0.999988109
NOP14,0.140469976,0.304104265
GRK4,0.672467711,0.802031395
HTT-AS,-2.84E-12,0.999988109
HTT,-0.488878397,0.756707468
MSANTD1,-2.84E-12,0.999988109
HGFAC,-2.84E-12,0.999988109
DOK7,-2.84E-12,0.999988109
LRPAP1,0.079038417,0.999988109
AL590235.2,-2.84E-12,0.999988109
AL121796.1,-2.84E-12,0.999988109
LINC02171,-2.84E-12,0.999988109
AC141928.1,-2.84E-12,0.999988109
ADRA2C,-2.84E-12,0.999988109
OTOP1,-2.84E-12,0.999988109
TMEM128,0.59470594,0.413204066
LYAR,0.034733452,0.999988109
ZBTB49,0.078023304,0.999988109
AC105415.1,15.8627882,0.999988109
NSG1,-0.019242309,0.999988109
STX18,0.454347508,0.078043401
STX18-AS1,-0.018044887,0.999988109
LINC01396,-2.84E-12,0.999988109
MSX1,-2.84E-12,0.999988109
CYTL1,-2.84E-12,0.999988109
STK32B,15.86285577,0.999988109
EVC2,-0.090502821,0.999988109
C4orf50,16.58263466,0.999988109
JAKMIP1,0.54483903,0.733513881
AC092442.1,-2.84E-12,0.999988109
AC113615.1,-2.84E-12,0.999988109
WFS1,-1.443537612,0.884350319
PPP2R2C,-5.798457127,0.477591176
MAN2B2,0.915447468,0.731443067
MRFAP1,-0.214915402,0.14552998
LINC02482,-0.086843829,0.999988109
AC093323.1,-0.592433561,0.036055857
LINC002481,16.26352487,0.999988109
S100P,0.442521537,0.999988109
MRFAP1L1,0.075021086,0.999988109
BLOC1S4,-0.241567941,0.122317995
KIAA0232,-0.193656436,0.941852889
TBC1D14,-0.126423289,0.999988109
AC097382.2,0.139996886,0.999988109
CCDC96,-1.994890709,0.999988109
TADA2B,-0.442228568,0.587415282
GRPEL1,-0.036601882,0.999988109
LINC02447,-2.350848577,0.999988109
SORCS2,-2.84E-12,0.999988109
PSAPL1,-2.84E-12,0.999988109
AFAP1-AS1,-1.796365001,0.890041772
AFAP1,-0.122209309,0.999988109
AC097381.1,-2.84E-12,0.999988109
AC097381.3,-2.84E-12,0.999988109
AC097381.2,-2.84E-12,0.999988109
SH3TC1,0.207041534,0.999988109
HTRA3,-2.84E-12,0.999988109
LINC02517,-2.84E-12,0.999988109
AC104825.1,0.847986918,0.999988109
ACOX3,0.342295069,0.749384841
TRMT44,0.221447277,0.999988109
AC105345.2,-2.84E-12,0.999988109
GPR78,-2.84E-12,0.999988109
CPZ,-2.84E-12,0.999988109
AC209005.1,-2.84E-12,0.999988109
HMX1,-2.84E-12,0.999988109
USP17L10,-2.84E-12,0.999988109
USP17L11,-2.84E-12,0.999988109
USP17L12,-2.84E-12,0.999988109
USP17L13,-2.84E-12,0.999988109
USP17L15,-2.84E-12,0.999988109
USP17L17,-2.84E-12,0.999988109
USP17L18,-2.84E-12,0.999988109
USP17L19,-2.84E-12,0.999988109
USP17L20,-2.84E-12,0.999988109
USP17L21,-2.84E-12,0.999988109
USP17L22,-2.84E-12,0.999988109
USP17L23,-2.84E-12,0.999988109
USP17L24,-2.84E-12,0.999988109
USP17L25,-2.84E-12,0.999988109
USP17L26,-2.84E-12,0.999988109
USP17L5,-2.84E-12,0.999988109
USP17L27,-2.84E-12,0.999988109
USP17L28,-2.84E-12,0.999988109
USP17L29,-2.84E-12,0.999988109
USP17L30,-2.84E-12,0.999988109
DEFB131A,-2.84E-12,0.999988109
SLC2A9,-0.108678432,0.999988109
DRD5,-2.84E-12,0.999988109
AC108199.1,-2.84E-12,0.999988109
AC005674.1,-2.84E-12,0.999988109
WDR1,0.113869652,0.385678853
ZNF518B,0.211202028,0.999988109
AC084048.1,-2.84E-12,0.999988109
LINC02498,-2.84E-12,0.999988109
HS3ST1,4.257356497,0.999988109
AC025539.1,-2.84E-12,0.999988109
AC005699.1,-2.84E-12,0.999988109
LINC02360,-2.84E-12,0.999988109
AC108037.1,-2.84E-12,0.999988109
LINC02270,-2.84E-12,0.999988109
AC007370.2,-2.84E-12,0.999988109
AC007370.1,-2.84E-12,0.999988109
RAB28,-0.077507803,0.999988109
LINC01097,-2.84E-12,0.999988109
NKX3-2,-2.84E-12,0.999988109
LINC01096,-2.84E-12,0.999988109
BOD1L1,0.204283292,0.508650844
LINC01182,-2.84E-12,0.999988109
AC007126.1,-2.84E-12,0.999988109
AC073848.1,-2.84E-12,0.999988109
AC092546.1,-2.84E-12,0.999988109
AC006296.2,-2.84E-12,0.999988109
AC006296.1,-2.84E-12,0.999988109
LINC00504,-1.730983502,0.999988109
CPEB2,0.622295103,0.752724617
AC098829.1,15.86281139,0.999988109
C1QTNF7,-2.84E-12,0.999988109
AC099550.1,-2.84E-12,0.999988109
AC116651.1,-2.84E-12,0.999988109
FBXL5,-0.108253525,0.999988109
FAM200B,-0.748933079,0.159433731
BST1,-2.84E-12,0.999988109
CD38,-0.327954773,0.999988109
FGFBP1,-2.84E-12,0.999988109
FGFBP2,-4.781040603,0.217846622
PROM1,-2.84E-12,0.999988109
TAPT1,0.340848925,0.912762535
AC108063.1,-2.84E-12,0.999988109
TAPT1-AS1,-1.967577728,0.801538427
AC097515.1,-2.84E-12,0.999988109
LDB2,-2.84E-12,0.999988109
AC106894.1,-2.84E-12,0.999988109
LINC02493,-2.84E-12,0.999988109
QDPR,-0.145329995,0.997044034
CLRN2,-2.84E-12,0.999988109
LAP3,0.053415705,0.999988109
AC006160.1,15.86281399,0.999988109
MED28,-0.103163259,0.999988109
DCAF16,-0.066757295,0.999988109
NCAPG,#NAME?,0.208372552
LCORL,-0.176954869,0.999988109
AC093871.1,-2.84E-12,0.999988109
LINC02438,-2.84E-12,0.999988109
AC024230.1,-2.84E-12,0.999988109
AC110767.1,-2.84E-12,0.999988109
SLIT2,-2.84E-12,0.999988109
PACRGL,0.516257775,0.999988109
KCNIP4,-2.84E-12,0.999988109
AC097505.1,15.86283398,0.999988109
AC110296.1,-2.84E-12,0.999988109
AC096576.3,-2.84E-12,0.999988109
AC096576.2,-2.84E-12,0.999988109
KCNIP4-IT1,-2.84E-12,0.999988109
AC096719.1,-2.84E-12,0.999988109
ADGRA3,-1.528477827,0.603262635
AC097512.1,-2.84E-12,0.999988109
AC114912.1,-2.84E-12,0.999988109
AC092440.1,-2.84E-12,0.999988109
AC093607.1,-2.84E-12,0.999988109
ERVH-1,-2.84E-12,0.999988109
PPARGC1A,-2.84E-12,0.999988109
AC092834.1,-2.84E-12,0.999988109
DHX15,0.113591686,0.434924522
LINC02473,-2.84E-12,0.999988109
SOD3,-2.84E-12,0.999988109
CCDC149,-2.84E-12,0.999988109
LGI2,-2.84E-12,0.999988109
SEPSECS,1.091728904,0.633008722
SEPSECS-AS1,-1.091359117,0.999988109
AC104662.2,-2.84E-12,0.999988109
AC104662.1,-2.84E-12,0.999988109
PI4K2B,0.303602365,0.999988109
ZCCHC4,-0.068580017,0.999988109
ANAPC4,0.162090924,0.999988109
AC092436.2,-2.84E-12,0.999988109
SLC34A2,-2.84E-12,0.999988109
SEL1L3,-0.060556468,0.999988109
AC092436.4,-2.84E-12,0.999988109
